ind	protName	numOrthology
1362	YER058W	22
1363	YER059W	15
1364	YER060W-A	2
1365	YER061C	86
1366	YER062C	7
1367	YER063W	9
1368	YER064C	1
1369	YER065C	31
1370	YER066C-A	0
1371	YER066W	3
1372	YER067W	2
1373	YER068W	59
1374	YER069W	30
1375	YER070W	75
1376	YER071C	5
1377	YER073W	35
1378	YER075C	34
1379	YER076C	0
1380	YER077C	4
1381	YER078C	78
1382	YER079W	1
1383	YER081W	68
1384	YER082C	94
1385	YER083C	5
1386	YER084W	0
1387	YER086W	46
1388	YER087C-B	24
1389	YER087W	58
1390	YER088C	6
1391	YER089C	62
1392	YER090W	30
1393	YER091C	31
1394	YER092W	2
1395	YER093C	63
1396	YER094C	96
1397	YER095W	86
1398	YER096W	2
1399	YER098W	53
1400	YER099C	16
1401	YER100W	88
1402	YER101C	9
1403	YER103W	15
1404	YER104W	2
1405	YER105C	4
1406	YER106W	1
1407	YER107C	96
1408	YER109C	13
1409	YER110C	70
1410	YER111C	8
1411	YER112W	78
1412	YER113C	4
1413	YER114C	22
1414	YER115C	0
1415	YER116C	14
1416	YER117W	93
1417	YER118C	16
1418	YER119C	35
1419	YER120W	59
1420	YER121W	0
1421	YER122C	81
1422	YER123W	2
1423	YER124C	5
1424	YER125W	79
1425	YER126C	94
1426	YER127W	50
1427	YER128W	14
1428	YER129W	28
1429	YER131W	84
1430	YER132C	3
1431	YER133W	98
1432	YER136W	98
1433	YER137C	3
1434	YER138C	1
1435	YER139C	12
1436	YER140W	66
1437	YER142C	25
1438	YER143W	57
1439	YER144C	22
1440	YER145C	20
1441	YER146W	84
1442	YER147C	2
1443	YER148W	97
1444	YER149C	3
1445	YER150W	3
1446	YER151C	55
1447	YER152C	40
1448	YER153C	2
1449	YER154W	85
1450	YER155C	11
1451	YER156C	93
1452	YER157W	77
1453	YER158C	2
1454	YER159C	23
1455	YER159C-A	0
1456	YER160C	1
1457	YER161C	5
1458	YER162C	74
1459	YER163C	85
1460	YER164W	88
1461	YER165W	96
1462	YER166W	37
1463	YER167W	2
1464	YER168C	71
1465	YER169W	16
1466	YER170W	59
1467	YER171W	93
1468	YER172C	84
1469	YER173W	49
1470	YER174C	67
1471	YER175C	28
1472	YER176W	29
1473	YER177W	33
1474	YER178W	93
1475	YER179W	46
1476	YER180C	1
1477	YER181C	0
1478	YER182W	14
1479	YER183C	71
1480	YER184C	2
1481	YER186C	0
1482	YER188W	0
1483	YER189W	0
1484	YFL001W	81
1485	YFL002C	88
1486	YFL002W-B	0
1487	YFL003C	61
1488	YFL004W	11
1489	YFL005W	74
1490	YFL007W	63
1491	YFL008W	88
1492	YFL009W	51
1493	YFL010C	12
1494	YFL010W-A	0
1495	YFL011W	7
1496	YFL012W	0
1497	YFL013C	12
1498	YFL014W	12
1499	YFL015C	0
1500	YFL016C	86
1501	YFL017C	82
1502	YFL017W-A	82
1503	YFL018C	93
1504	YFL020C	0
1505	YFL021W	12
1506	YFL022C	91
1507	YFL023W	8
1508	YFL024C	55
1509	YFL025C	57
1510	YFL026W	10
1511	YFL027C	32
1512	YFL028C	47
1513	YFL029C	11
1514	YFL030W	82
1515	YFL031W	5
1516	YFL033C	26
1517	YFL034C-B	15
1518	YFL034W	38
1519	YFL036W	78
1520	YFL037W	97
1521	YFL038C	98
1522	YFL039C	98
1523	YFL040W	4
1524	YFL041W	28
1525	YFL042C	49
1526	YFL044C	76
1527	YFL045C	91
1528	YFL047W	31
1529	YFL048C	16
1530	YFL049W	4
1531	YFL050C	4
1532	YFL051C	0
1533	YFL052W	1
1534	YFL053W	54
1535	YFL054C	8
1536	YFL055W	51
1537	YFL056C	2
1538	YFL058W	4
1539	YFL059W	16
1540	YFL060C	5
1541	YFL061W	7
1542	YFL062W	0
1543	YFL063W	0
1544	YFL065C	0
1545	YFL066C	0
1546	YFL067W	1
1547	YFR001W	10
1548	YFR002W	81
1549	YFR003C	36
1550	YFR004W	98
1551	YFR006W	81
1552	YFR007W	28
1553	YFR008W	2
1554	YFR009W	88
1555	YFR010W	93
1556	YFR011C	8
1557	YFR012W	0
1558	YFR013W	4
1559	YFR014C	66
1560	YFR015C	72
1561	YFR016C	4
1562	YFR017C	1
1563	YFR018C	65
1564	YFR019W	74
1565	YFR021W	70
1566	YFR022W	5
1567	YFR024C-A	21
1568	YFR026C	0
1569	YFR027W	44
1570	YFR028C	85
1571	YFR029W	5
1572	YFR030W	29
1573	YFR031C	89
1574	YFR032C	5
1575	YFR033C	17
1576	YFR034C	5
1577	YFR036W	1
1578	YFR037C	38
1579	YFR038W	47
1580	YFR039C	1
1581	YFR040W	7
1582	YFR042W	3
1583	YFR043C	4
1584	YFR044C	80
1585	YFR045W	5
1586	YFR046C	1
1587	YFR047C	49
1588	YFR049W	5
1589	YFR050C	94
1590	YFR051C	93
1591	YFR052W	86
1592	YFR053C	65
1593	YFR054C	0
1594	YFR055W	5
1595	YFR057W	0
1596	YGL001C	92
1597	YGL003C	93
1598	YGL004C	27
1599	YGL005C	4
1600	YGL006W	89
1601	YGL008C	21
1602	YGL009C	26
1603	YGL010W	27
1604	YGL011C	93
1605	YGL012W	24
1606	YGL013C	4
1607	YGL014W	27
1608	YGL015C	0
1609	YGL016W	13
1610	YGL017W	64
1611	YGL018C	66
1612	YGL019W	25
1613	YGL020C	9
1614	YGL021W	10
1615	YGL022W	93
1616	YGL023C	17
1617	YGL024W	0
1618	YGL025C	1
1619	YGL026C	35
1620	YGL027C	80
1621	YGL028C	8
1622	YGL029W	9
1623	YGL030W	91
1624	YGL032C	2
1625	YGL035C	37
1626	YGL036W	2
1627	YGL037C	65
1628	YGL038C	12
1629	YGL039W	5
1630	YGL040C	80
1631	YGL042C	0
1632	YGL043W	89
1633	YGL044C	69
1634	YGL045W	21
1635	YGL047W	74
1636	YGL048C	95
1637	YGL049C	32
1638	YGL050W	42
1639	YGL051W	0
1640	YGL052W	0
1641	YGL053W	0
1642	YGL054C	83
1643	YGL055W	76
1644	YGL057C	0
1645	YGL058W	95
1646	YGL059W	62
1647	YGL060W	4
1648	YGL061C	2
1649	YGL062W	55
1650	YGL063W	23
1651	YGL064C	14
1652	YGL065C	89
1653	YGL066W	29
1654	YGL068W	89
1655	YGL069C	0
1656	YGL070C	85
1657	YGL071W	3
1658	YGL072C	0
1659	YGL073W	45
1660	YGL074C	0
1661	YGL075C	2
1662	YGL077C	15
1663	YGL078C	28
1664	YGL079W	5
1665	YGL081W	0
1666	YGL083W	73
1667	YGL084C	46
1668	YGL085W	19
1669	YGL086W	27
1670	YGL087C	91
1671	YGL090W	1
1672	YGL091C	94
1673	YGL092W	46
1674	YGL093W	15
1675	YGL094C	74
1676	YGL095C	91
1677	YGL096W	11
1678	YGL097W	93
1679	YGL098W	13
1680	YGL099W	90
1681	YGL100W	71
1682	YGL102C	0
1683	YGL104C	4
1684	YGL105W	53
1685	YGL106W	17
1686	YGL110C	10
1687	YGL111W	54
1688	YGL112C	83
1689	YGL113W	3
1690	YGL114W	23
1691	YGL115W	75
1692	YGL116W	22
1693	YGL117W	1
1694	YGL119W	85
1695	YGL120C	89
1696	YGL121C	1
1697	YGL122C	41
1698	YGL124C	78
1699	YGL125W	64
1700	YGL126W	9
1701	YGL127C	24
1702	YGL128C	4
1703	YGL129C	21
1704	YGL130W	61
1705	YGL131C	17
1706	YGL132W	0
1707	YGL133W	46
1708	YGL134W	4
1709	YGL137W	93
1710	YGL138C	3
1711	YGL139W	4
1712	YGL141W	63
1713	YGL142C	80
1714	YGL143C	89
1715	YGL144C	18
1716	YGL145W	8
1717	YGL146C	1
1718	YGL147C	35
1719	YGL148W	36
1720	YGL149W	0
1721	YGL150C	64
1722	YGL151W	3
1723	YGL153W	57
1724	YGL154C	26
1725	YGL155W	23
1726	YGL156W	44
1727	YGL157W	18
1728	YGL158W	0
1729	YGL161C	65
1730	YGL162W	3
1731	YGL163C	91
1732	YGL165C	0
1733	YGL166W	4
1734	YGL167C	97
1735	YGL168W	0
1736	YGL169W	51
1737	YGL170C	0
1738	YGL171W	87
1739	YGL172W	22
1740	YGL173C	70
1741	YGL174W	57
1742	YGL175C	4
1743	YGL177W	0
1744	YGL178W	13
1745	YGL179C	65
1746	YGL180W	66
1747	YGL181W	26
1748	YGL183C	69
1749	YGL184C	19
1750	YGL185C	3
1751	YGL186C	9
1752	YGL187C	49
1753	YGL189C	61
1754	YGL190C	88
1755	YGL192W	25
1756	YGL194C	13
1757	YGL195W	72
1758	YGL197W	7
1759	YGL198W	43
1760	YGL200C	78
1761	YGL201C	96
1762	YGL202W	56
1763	YGL204C	0
1764	YGL205W	85
1765	YGL206C	96
1766	YGL207W	93
1767	YGL208W	57
1768	YGL210W	35
1769	YGL212W	19
1770	YGL213C	13
1771	YGL214W	0
1772	YGL215W	17
1773	YGL216W	73
1774	YGL217C	0
1775	YGL220W	62
1776	YGL221C	62
1777	YGL222C	2
1778	YGL223C	3
1779	YGL225W	80
1780	YGL226C-A	2
1781	YGL226W	2
1782	YGL227W	23
1783	YGL229C	1
1784	YGL230C	0
1785	YGL233W	72
1786	YGL234W	81
1787	YGL235W	0
1788	YGL236C	79
1789	YGL237C	24
1790	YGL238W	96
1791	YGL239C	0
1792	YGL240W	80
1793	YGL241W	69
1794	YGL242C	48
1795	YGL244W	71
1796	YGL245W	50
1797	YGL246C	69
1798	YGL247W	5
1799	YGL249W	2
1800	YGL250W	3
1801	YGL251C	44
1802	YGL252C	14
1803	YGL253W	25
1804	YGL254W	34
1805	YGL256W	74
1806	YGL258W	0
1807	YGL259W	0
1808	YGL263W	0
1809	YGR002C	80
1810	YGR003W	69
1811	YGR004W	4
1812	YGR005C	70
1813	YGR006W	60
1814	YGR009C	14
1815	YGR010W	53
1816	YGR013W	8
1817	YGR014W	7
1818	YGR016W	3
1819	YGR017W	18
1820	YGR018C	0
1821	YGR020C	93
1822	YGR021W	65
1823	YGR023W	1
1824	YGR024C	77
1825	YGR026W	4
1826	YGR028W	83
1827	YGR029W	77
1828	YGR030C	2
1829	YGR031W	82
1830	YGR032W	17
1831	YGR033C	43
1832	YGR034W	88
1833	YGR035C	0
1834	YGR036C	71
1835	YGR037C	87
1836	YGR038W	61
1837	YGR040W	13
1838	YGR041W	0
1839	YGR042W	4
1840	YGR045C	0
1841	YGR046W	78
1842	YGR047C	81
1843	YGR048W	87
1844	YGR049W	1
1845	YGR050C	0
1846	YGR052W	6
1847	YGR053C	9
1848	YGR054W	87
1849	YGR055W	78
1850	YGR056W	20
1851	YGR057C	12
1852	YGR058W	45
1853	YGR059W	3
1854	YGR060W	79
1855	YGR061C	74
1856	YGR062C	50
1857	YGR063C	85
1858	YGR064W	0
1859	YGR065C	3
1860	YGR066C	29
1861	YGR067C	2
1862	YGR068C	3
1863	YGR069W	0
1864	YGR070W	2
1865	YGR071C	2
1866	YGR072W	9
1867	YGR073C	0
1868	YGR074W	89
1869	YGR075C	2
1870	YGR076C	11
1871	YGR077C	2
1872	YGR078C	89
1873	YGR079W	2
1874	YGR080W	77
1875	YGR081C	4
1876	YGR082W	61
1877	YGR083C	84
1878	YGR084C	2
1879	YGR085C	92
1880	YGR086C	14
1881	YGR087C	7
1882	YGR088W	9
1883	YGR089W	11
1884	YGR090W	86
1885	YGR091W	86
1886	YGR092W	7
1887	YGR094W	97
1888	YGR095C	65
1889	YGR097W	5
1890	YGR098C	16
1891	YGR099W	13
1892	YGR100W	43
1893	YGR101W	72
1894	YGR102C	3
1895	YGR103W	91
1896	YGR104C	7
1897	YGR105W	12
1898	YGR107W	0
1899	YGR108W	17
1900	YGR109C	6
1901	YGR110W	20
1902	YGR111W	13
1903	YGR113W	10
1904	YGR114C	0
1905	YGR115C	0
1906	YGR116W	88
1907	YGR117C	4
1908	YGR119C	64
1909	YGR120C	2
1910	YGR121C	14
1911	YGR122W	2
1912	YGR123C	84
1913	YGR124W	47
1914	YGR125W	23
1915	YGR126W	2
1916	YGR128C	5
1917	YGR129W	4
1918	YGR130C	2
1919	YGR131W	1
1920	YGR132C	92
1921	YGR133W	18
1922	YGR134W	4
1923	YGR135W	94
1924	YGR136W	14
1925	YGR138C	10
1926	YGR139W	0
1927	YGR140W	2
1928	YGR141W	17
1929	YGR142W	2
1930	YGR143W	4
1931	YGR144W	23
1932	YGR145W	93
1933	YGR146C	0
1934	YGR148C	43
1935	YGR149W	30
1936	YGR150C	7
1937	YGR151C	0
1938	YGR152C	53
1939	YGR153W	0
1940	YGR154C	0
1941	YGR155W	88
1942	YGR156W	4
1943	YGR157W	20
1944	YGR158C	12
1945	YGR159C	81
1946	YGR160W	0
1947	YGR161C	1
1948	YGR161C-D	0
1949	YGR161W-B	5
1950	YGR162W	45
1951	YGR163W	81
1952	YGR165W	8
1953	YGR166W	4
1954	YGR167W	23
1955	YGR168C	1
1956	YGR169C	6
1957	YGR170W	19
1958	YGR171C	92
1959	YGR172C	94
1960	YGR173W	76
1961	YGR174C	5
1962	YGR175C	54
1963	YGR177C	4
1964	YGR178C	65
1965	YGR179C	2
1966	YGR180C	1
1967	YGR181W	65
1968	YGR182C	0
1969	YGR184C	64
1970	YGR185C	85
1971	YGR186W	20
1972	YGR187C	74
1973	YGR188C	53
1974	YGR189C	17
1975	YGR191W	29
1976	YGR192C	50
1977	YGR193C	16
1978	YGR194C	77
1979	YGR195W	97
1980	YGR196C	3
1981	YGR197C	12
1982	YGR198W	6
1983	YGR199W	3
1984	YGR200C	84
1985	YGR201C	3
1986	YGR202C	56
1987	YGR203W	24
1988	YGR204W	54
1989	YGR205W	30
1990	YGR206W	1
1991	YGR207C	85
1992	YGR208W	74
1993	YGR209C	65
1994	YGR210C	23
1995	YGR211W	93
1996	YGR213C	8
1997	YGR214W	60
1998	YGR215W	19
1999	YGR216C	35
2000	YGR217W	82
2001	YGR218W	94
2002	YGR219W	0
2003	YGR220C	89
2004	YGR221C	1
2005	YGR222W	3
2006	YGR223C	76
2007	YGR224W	5
2008	YGR225W	8
2009	YGR227W	71
2010	YGR228W	0
2011	YGR229C	13
2012	YGR231C	90
2013	YGR232W	89
2014	YGR233C	20
2015	YGR234W	22
2016	YGR235C	10
2017	YGR236C	1
2018	YGR237C	3
2019	YGR238C	30
2020	YGR239C	2
2021	YGR240C	33
2022	YGR241C	53
2023	YGR242W	0
2024	YGR243W	72
2025	YGR244C	95
2026	YGR245C	92
2027	YGR246C	89
2028	YGR247W	6
2029	YGR249W	18
2030	YGR250C	27
2031	YGR251W	3
2032	YGR252W	52
2033	YGR253C	93
2034	YGR254W	86
2035	YGR255C	81
2036	YGR256W	6
2037	YGR257C	87
2038	YGR258C	73
2039	YGR260W	40
2040	YGR261C	81
2041	YGR262C	80
2042	YGR263C	11
2043	YGR264C	80
2044	YGR266W	19
2045	YGR267C	76
2046	YGR268C	7
2047	YGR269W	0
2048	YGR270W	61
2049	YGR271W	82
2050	YGR274C	74
2051	YGR275W	2
2052	YGR276C	50
2053	YGR277C	23
2054	YGR278W	88
2055	YGR279C	9
2056	YGR280C	55
2057	YGR281W	15
2058	YGR282C	18
2059	YGR283C	34
2060	YGR284C	71
2061	YGR285C	70
2062	YGR289C	5
2063	YGR290W	0
2064	YGR291C	0
2065	YGR292W	8
2066	YGR293C	0
2067	YGR294W	0
2068	YGR295C	0
2069	YGR296W	0
2070	YHL001W	74
2071	YHL002W	72
2072	YHL003C	66
2073	YHL004W	61
2074	YHL005C	0
2075	YHL006C	1
2076	YHL007C	81
2077	YHL008C	6
2078	YHL009C	10
2079	YHL010C	82
2080	YHL011C	27
2081	YHL014C	4
2082	YHL015W	97
2083	YHL016C	64
2084	YHL017W	26
2085	YHL018W	37
2086	YHL019C	4
2087	YHL020C	8
2088	YHL021C	67
2089	YHL022C	53
2090	YHL023C	22
2091	YHL024W	15
2092	YHL025W	2
2093	YHL026C	3
2094	YHL027W	22
2095	YHL029C	5
2096	YHL030W	68
2097	YHL031C	82
2098	YHL032C	95
2099	YHL033C	34
2100	YHL034C	7
2101	YHL035C	5
2102	YHL036W	29
2103	YHL038C	1
2104	YHL039W	39
2105	YHL042W	0
2106	YHL043W	0
2107	YHL044W	0
2108	YHL045W	0
2109	YHL046C	0
2110	YHL047C	2
2111	YHL048W	0
2112	YHL049C	0
2113	YHL050C	0
2114	YHR001W	69
2115	YHR002W	69
2116	YHR003C	0
2117	YHR004C	20
2118	YHR005C	83
2119	YHR005C-A	80
2120	YHR007C	85
2121	YHR008C	95
2122	YHR009C	33
2123	YHR011W	72
2124	YHR012W	92
2125	YHR013C	94
2126	YHR014W	0
2127	YHR015W	5
2128	YHR016C	27
2129	YHR018C	73
2130	YHR019C	79
2131	YHR020W	62
2132	YHR022C	2
2133	YHR023W	69
2134	YHR024C	87
2135	YHR025W	31
2136	YHR026W	92
2137	YHR027C	96
2138	YHR028C	82
2139	YHR030C	40
2140	YHR031C	20
2141	YHR032W	8
2142	YHR033W	6
2143	YHR034C	10
2144	YHR035W	3
2145	YHR036W	16
2146	YHR038W	22
2147	YHR039C	29
2148	YHR039C-A	72
2149	YHR040W	43
2150	YHR041C	6
2151	YHR042W	94
2152	YHR043C	5
2153	YHR044C	3
2154	YHR045W	12
2155	YHR046C	28
2156	YHR047C	55
2157	YHR048W	11
2158	YHR049W	13
2159	YHR050W	28
2160	YHR051W	69
2161	YHR052W	36
2162	YHR053C	0
2163	YHR056C	0
2164	YHR057C	18
2165	YHR058C	63
2166	YHR059W	11
2167	YHR060W	9
2168	YHR061C	1
2169	YHR062C	60
2170	YHR063C	20
2171	YHR064C	17
2172	YHR065C	92
2173	YHR066W	49
2174	YHR067W	15
2175	YHR068W	96
2176	YHR069C	86
2177	YHR070W	87
2178	YHR071W	6
2179	YHR072W	54
2180	YHR072W-A	83
2181	YHR073W	43
2182	YHR074W	84
2183	YHR075C	82
2184	YHR076W	88
2185	YHR077C	74
2186	YHR078W	19
2187	YHR079C	72
2188	YHR079C-A	3
2189	YHR080C	6
2190	YHR081W	6
2191	YHR082C	16
2192	YHR083W	5
2193	YHR084W	9
2194	YHR085W	18
2195	YHR086W	53
2196	YHR087W	14
2197	YHR088W	90
2198	YHR089C	85
2199	YHR090C	57
2200	YHR091C	22
2201	YHR092C	3
2202	YHR094C	1
2203	YHR096C	15
2204	YHR097C	3
2205	YHR098C	26
2206	YHR099W	74
2207	YHR100C	24
2208	YHR102W	71
2209	YHR103W	5
2210	YHR105W	4
2211	YHR106W	9
2212	YHR107C	28
2213	YHR108W	61
2214	YHR109W	4
2215	YHR110W	14
2216	YHR111W	91
2217	YHR112C	15
2218	YHR113W	74
2219	YHR114W	71
2220	YHR115C	9
2221	YHR116W	7
2222	YHR117W	13
2223	YHR118C	4
2224	YHR119W	41
2225	YHR120W	26
2226	YHR121W	61
2227	YHR122W	92
2228	YHR123W	65
2229	YHR124W	7
2230	YHR127W	2
2231	YHR128W	90
2232	YHR129C	1
2233	YHR130C	0
2234	YHR132C	76
2235	YHR133C	0
2236	YHR134W	23
2237	YHR135C	16
2238	YHR136C	0
2239	YHR137W	7
2240	YHR138C	7
2241	YHR140W	8
2242	YHR142W	17
2243	YHR143W	2
2244	YHR143W-A	64
2245	YHR144C	32
2246	YHR145C	0
2247	YHR147C	31
2248	YHR148W	90
2249	YHR149C	3
2250	YHR151C	9
2251	YHR152W	1
2252	YHR154W	21
2253	YHR156C	41
2254	YHR157W	0
2255	YHR158C	28
2256	YHR159W	2
2257	YHR160C	0
2258	YHR161C	33
2259	YHR163W	57
2260	YHR164C	64
2261	YHR165C	93
2262	YHR166C	87
2263	YHR167W	2
2264	YHR168W	89
2265	YHR169W	81
2266	YHR170W	95
2267	YHR171W	83
2268	YHR172W	62
2269	YHR174W	13
2270	YHR175W	72
2271	YHR177W	7
2272	YHR178W	9
2273	YHR179W	22
2274	YHR180W	0
2275	YHR182W	2
2276	YHR183W	86
2277	YHR184W	2
2278	YHR185C	0
2279	YHR186C	78
2280	YHR187W	12
2281	YHR188C	77
2282	YHR189W	40
2283	YHR190W	54
2284	YHR191C	12
2285	YHR193C	92
2286	YHR194W	18
2287	YHR195W	2
2288	YHR196W	3
2289	YHR197W	6
2290	YHR198C	18
2291	YHR199C	1
2292	YHR200W	88
2293	YHR201C	63
2294	YHR203C	95
2295	YHR204W	79
2296	YHR205W	31
2297	YHR206W	31
2298	YHR207C	64
2299	YHR208W	25
2300	YHR209W	18
2301	YHR211W	3
2302	YHR212W-A	0
2303	YHR214C-B	1
2304	YHR214W-A	0
2305	YHR215W	14
2306	YHR216W	3
2307	YIL001W	45
2308	YIL002C	6
2309	YIL004C	37
2310	YIL005W	25
2311	YIL006W	50
2312	YIL007C	89
2313	YIL008W	78
2314	YIL009C-A	4
2315	YIL009W	5
2316	YIL010W	24
2317	YIL011W	1
2318	YIL013C	4
2319	YIL014W	8
2320	YIL016W	3
2321	YIL017C	15
2322	YIL018W	94
2323	YIL019W	12
2324	YIL020C	30
2325	YIL021W	94
2326	YIL022W	83
2327	YIL023C	78
2328	YIL024C	1
2329	YIL025C	0
2330	YIL026C	51
2331	YIL027C	7
2332	YIL028W	0
2333	YIL029C	0
2334	YIL030C	53
2335	YIL031W	28
2336	YIL032C	0
2337	YIL033C	89
2338	YIL034C	86
2339	YIL035C	76
2340	YIL037C	0
2341	YIL038C	57
2342	YIL039W	20
2343	YIL040W	1
2344	YIL041W	19
2345	YIL042C	54
2346	YIL044C	72
2347	YIL045W	14
2348	YIL046W	58
2349	YIL047C	80
2350	YIL048W	84
2351	YIL049W	71
2352	YIL050W	14
2353	YIL051C	17
2354	YIL052C	81
2355	YIL053W	16
2356	YIL054W	0
2357	YIL055C	1
2358	YIL056W	4
2359	YIL057C	2
2360	YIL059C	0
2361	YIL060W	0
2362	YIL061C	69
2363	YIL062C	68
2364	YIL063C	58
2365	YIL064W	81
2366	YIL065C	74
2367	YIL066C	20
2368	YIL068C	61
2369	YIL070C	37
2370	YIL071C	3
2371	YIL072W	22
2372	YIL074C	32
2373	YIL075C	93
2374	YIL076W	22
2375	YIL077C	3
2376	YIL078W	96
2377	YIL079C	21
2378	YIL082W	0
2379	YIL082W-A	20
2380	YIL084C	9
2381	YIL085C	2
2382	YIL086C	0
2383	YIL088C	39
2384	YIL091C	92
2385	YIL092W	0
2386	YIL093C	19
2387	YIL094C	20
2388	YIL095W	28
2389	YIL096C	26
2390	YIL097W	80
2391	YIL098C	4
2392	YIL101C	3
2393	YIL103W	93
2394	YIL104C	58
2395	YIL105C	15
2396	YIL106W	89
2397	YIL108W	20
2398	YIL109C	91
2399	YIL110W	74
2400	YIL111W	12
2401	YIL112W	45
2402	YIL113W	50
2403	YIL114C	6
2404	YIL115C	11
2405	YIL117C	3
2406	YIL118W	14
2407	YIL119C	0
2408	YIL120W	10
2409	YIL121W	15
2410	YIL122W	1
2411	YIL124W	35
2412	YIL125W	93
2413	YIL126W	43
2414	YIL128W	72
2415	YIL129C	68
2416	YIL130W	17
2417	YIL131C	19
2418	YIL132C	2
2419	YIL134W	40
2420	YIL135C	3
2421	YIL136W	2
2422	YIL137C	5
2423	YIL138C	17
2424	YIL139C	4
2425	YIL140W	14
2426	YIL141W	0
2427	YIL142W	97
2428	YIL143C	93
2429	YIL144W	59
2430	YIL145C	33
2431	YIL147C	25
2432	YIL148W	90
2433	YIL149C	10
2434	YIL150C	33
2435	YIL151C	5
2436	YIL152W	0
2437	YIL153W	45
2438	YIL154C	4
2439	YIL156W	14
2440	YIL157C	13
2441	YIL158W	0
2442	YIL159W	48
2443	YIL160C	58
2444	YIL162W	22
2445	YIL163C	0
2446	YIL166C	16
2447	YIL169C	2
2448	YIL172C	28
2449	YIL173W	16
2450	YIL177C	0
2451	YIR001C	63
2452	YIR002C	55
2453	YIR003W	0
2454	YIR004W	36
2455	YIR005W	85
2456	YIR006C	29
2457	YIR008C	87
2458	YIR009W	18
2459	YIR010W	3
2460	YIR011C	13
2461	YIR012W	50
2462	YIR013C	2
2463	YIR014W	2
2464	YIR016W	0
2465	YIR017C	3
2466	YIR018W	1
2467	YIR021W	0
2468	YIR022W	91
2469	YIR023W	15
2470	YIR024C	2
2471	YIR025W	2
2472	YIR026C	80
2473	YIR027C	79
2474	YIR028W	18
2475	YIR031C	17
2476	YIR032C	13
2477	YIR033W	13
2478	YIR034C	23
2479	YIR035C	36
2480	YIR036C	15
2481	YIR037W	40
2482	YIR038C	16
2483	YIR039C	3
2484	YIR040C	0
2485	YIR042C	21
2486	YJL001W	95
2487	YJL002C	83
2488	YJL004C	62
2489	YJL005W	26
2490	YJL006C	27
2491	YJL008C	96
2492	YJL010C	69
2493	YJL011C	38
2494	YJL012C	30
2495	YJL013C	13
2496	YJL014W	94
2497	YJL015C	0
2498	YJL016W	2
2499	YJL019W	3
2500	YJL020C	17
2501	YJL023C	2
2502	YJL024C	84
2503	YJL025W	8
2504	YJL026W	92
2505	YJL029C	88
2506	YJL030W	87
2507	YJL031C	71
2508	YJL032W	0
2509	YJL033W	87
2510	YJL034W	83
2511	YJL035C	74
2512	YJL036W	67
2513	YJL039C	39
2514	YJL041W	64
2515	YJL042W	7
2516	YJL043W	0
2517	YJL044C	10
2518	YJL045W	13
2519	YJL047C	2
2520	YJL048C	22
2521	YJL050W	91
2522	YJL052W	46
2523	YJL053W	91
2524	YJL054W	19
2525	YJL055W	26
2526	YJL056C	47
2527	YJL057C	14
2528	YJL058C	4
2529	YJL059W	70
2530	YJL060W	89
2531	YJL061W	9
2532	YJL062W	57
2533	YJL063C	54
2534	YJL064W	0
2535	YJL065C	11
2536	YJL066C	4
2537	YJL067W	0
2538	YJL068C	78
2539	YJL069C	87
2540	YJL070C	2
2541	YJL071W	18
2542	YJL072C	75
2543	YJL074C	85
2544	YJL075C	0
2545	YJL076W	4
2546	YJL078C	4
2547	YJL079C	60
2548	YJL080C	72
2549	YJL081C	19
2550	YJL082W	32
2551	YJL083W	9
2552	YJL084C	13
2553	YJL085W	52
2554	YJL086C	0
2555	YJL087C	18
2556	YJL088W	66
2557	YJL089W	3
2558	YJL090C	12
2559	YJL091C	78
2560	YJL092W	38
2561	YJL093C	12
2562	YJL094C	21
2563	YJL095W	54
2564	YJL096W	33
2565	YJL097W	90
2566	YJL098W	44
2567	YJL099W	2
2568	YJL100W	66
2569	YJL102W	63
2570	YJL106W	45
2571	YJL107C	1
2572	YJL108C	7
2573	YJL109C	76
2574	YJL110C	10
2575	YJL111W	95
2576	YJL112W	34
2577	YJL114W	0
2578	YJL115W	96
2579	YJL117W	4
2580	YJL118W	0
2581	YJL120W	0
2582	YJL122W	4
2583	YJL123C	13
2584	YJL124C	74
2585	YJL125C	94
2586	YJL128C	45
2587	YJL129C	20
2588	YJL130C	81
2589	YJL131C	4
2590	YJL133W	66
2591	YJL134W	40
2592	YJL135W	0
2593	YJL137C	41
2594	YJL138C	93
2595	YJL139C	1
2596	YJL140W	31
2597	YJL141C	76
2598	YJL142C	0
2599	YJL143W	87
2600	YJL145W	20
2601	YJL146W	2
2602	YJL149W	2
2603	YJL151C	2
2604	YJL152W	0
2605	YJL153C	82
2606	YJL154C	90
2607	YJL155C	85
2608	YJL156C	6
2609	YJL157C	9
2610	YJL158C	2
2611	YJL159W	4
2612	YJL160C	0
2613	YJL162C	7
2614	YJL163C	30
2615	YJL164C	19
2616	YJL165C	9
2617	YJL166W	19
2618	YJL167W	85
2619	YJL168C	29
2620	YJL170C	1
2621	YJL172W	68
2622	YJL173C	2
2623	YJL174W	6
2624	YJL175W	0
2625	YJL176C	49
2626	YJL178C	5
2627	YJL179W	23
2628	YJL180C	72
2629	YJL181W	0
2630	YJL182C	0
2631	YJL183W	13
2632	YJL184W	4
2633	YJL185C	0
2634	YJL186W	5
2635	YJL187C	33
2636	YJL189W	75
2637	YJL190C	97
2638	YJL191W	94
2639	YJL192C	2
